"levelId","chapter","totalCardCount","categoryCount","itemCardCount","imageCardCount","columnHeights","fifthColumnCount","drawBatchCount","parMoves","threeStarMoves","twoStarMoves","solverSolved","solverMoves","solverNodes","solverBacktracks","solverBranchingStates","solverDealDecisionStates","solverForcedMoves","maxActiveCategories","contentReviewChecked","ambiguityNotes","layoutSignature"
"","3","54","9","45","0","2/3/4/5/6","6","7","61","64","74","true","61","1248","1186","429","125","115","5","true","","9#I0.5,C0.5|I1.5,I2.5,C3.5,I0.5|I1.5,I2.5,I4.5,I1.5,I0.5,I0.5|I2.5,I4.5,I4.5,I1.5,I5.5|I2.5,I6.5,I0.5#I3.5,I4.5,I7.5,I3.5,I3.5|I3.5,C6.5,I4.5,I3.5,I6.5|I1.5,I8.5,C4.5,C1.5,I7.5|I7.5,I6.5,I6.5,I7.5,I5.5|I5.5,C2.5,I8.5,I5.5,I7.5|I8.5,C7.5,I5.5,I6.5,C5.5|C8.5,I8.5,_,I8.5,I2.5"
"","3","54","9","45","9","2/3/4/5/6","6","7","61","64","74","true","61","435","373","172","57","26","5","true","","9#C0.5,C1.5,I2.5,I3.5|I0.5,I4.5,I2.5|I1.5,I3.5,I4.5,C5.5,C2.5|I2.5,C6.5|I4.5,I5.5,I2.5,I2.5,I3.5,C3.5#C4.5,I6.5,I5.5,I3.5,I3.5|I0.5,I0.5,I4.5,I6.5,I1.5|I0.5,I6.5,I6.5,I5.5,I0.5|I1.5,C7.5,I6.5,I1.5,I1.5|I8.5,I4.5,C8.5,I5.5,I8.5|I7.5,I8.5,I8.5,I8.5,I5.5|I7.5,I7.5,I7.5,I7.5,_"
"","3","54","9","45","9","2/3/4/5/6","6","7","61","64","74","true","61","1428","1366","524","81","82","5","true","","9#I0.5,C1.5,C2.5,C3.5|I1.5,I0.5,I2.5,I4.5,C5.5,C6.5|I4.5,I1.5|I7.5,I0.5,I3.5,C4.5,I6.5|I8.5,I8.5,I6.5#I4.5,I3.5,I6.5,I5.5,I2.5|I3.5,I4.5,I5.5,I5.5,I5.5|I5.5,C0.5,I3.5,I3.5,I6.5|I1.5,I6.5,I4.5,I1.5,C8.5|C7.5,I2.5,I0.5,I7.5,I2.5|I0.5,I7.5,I7.5,I2.5,I7.5|I1.5,_,I8.5,I8.5,I8.5"
"","3","54","9","45","9","2/3/4/5/6","6","7","61","64","74","true","61","1603","1541","591","128","62","5","true","","9#C0.5,I1.5,C1.5|I2.5,I2.5,C2.5,C3.5|I3.5,I3.5|I4.5,I4.5,C5.5,I3.5,I1.5|I5.5,I5.5,I5.5,I0.5,I5.5,I0.5#C6.5,I1.5,I2.5,I7.5,I0.5|I3.5,I8.5,I2.5,I0.5,I2.5|I6.5,I6.5,C8.5,I4.5,I7.5|I3.5,I4.5,C4.5,I8.5,I4.5|C7.5,I7.5,I7.5,I1.5,I6.5|I8.5,I7.5,I5.5,I8.5,I1.5|I8.5,I0.5,I6.5,I6.5,_"
"","3","54","9","45","9","2/3/4/5/6","6","7","61","64","74","true","61","695","633","275","136","143","5","true","","9#I0.5,C1.5,I2.5,C3.5|I0.5,I2.5|I2.5,I2.5,C2.5|I4.5,I5.5,I1.5,I6.5,I2.5,C0.5|I7.5,I6.5,I3.5,C6.5,C5.5#C4.5,I5.5,I1.5,I6.5,I4.5|I1.5,C7.5,I5.5,I5.5,I5.5|I3.5,I3.5,I3.5,I3.5,I1.5|I1.5,I4.5,I0.5,I0.5,C8.5|I0.5,I7.5,I8.5,I6.5,I7.5|I4.5,I8.5,I8.5,I4.5,I8.5|I6.5,I7.5,I7.5,_,I8.5"
"","3","54","9","45","0","2/3/4/5/6","6","7","61","64","74","true","61","947","885","338","182","151","5","true","","9#I0.5,I0.5,I0.5,I1.5|I0.5,I1.5,C0.5|I0.5,I1.5,I1.5,I2.5,I2.5|I2.5,I3.5,I4.5,I4.5,I4.5,C4.5|I4.5,I4.5#C1.5,I2.5,I2.5,I1.5,C5.5|I3.5,I6.5,I7.5,I6.5,I3.5|I5.5,I8.5,I5.5,I5.5,I8.5|I5.5,I8.5,C6.5,I5.5,I3.5|I6.5,C3.5,I7.5,C2.5,I3.5|I7.5,I7.5,C8.5,I6.5,I6.5|I8.5,I8.5,I7.5,_,C7.5"
"","3","54","9","45","9","2/3/4/5/6","6","7","61","64","74","true","61","2569","2507","613","610","798","5","true","","9#C0.5,I1.5,I1.5,C1.5,I2.5|I2.5,I3.5,C3.5|I2.5,I4.5,I5.5,I4.5|I3.5,I3.5|I6.5,C7.5,I1.5,I2.5,C6.5,C4.5#I2.5,I6.5,I3.5,I4.5,C2.5|I5.5,I5.5,I4.5,I8.5,I5.5|I3.5,I5.5,I4.5,C8.5,C5.5|I0.5,I7.5,I0.5,I1.5,I7.5|I8.5,I8.5,I8.5,I0.5,I8.5|I0.5,I1.5,I6.5,I6.5,I7.5|I7.5,I0.5,I7.5,I6.5,_"
"","3","54","9","45","9","2/3/4/5/6","6","7","61","64","74","true","61","464","402","196","49","41","5","true","","9#I0.5,C0.5|I1.5,C2.5,I0.5|I1.5,I1.5,I1.5,I2.5,I0.5|I1.5,I3.5,I4.5,I5.5,I4.5,C3.5|I6.5,I3.5,I0.5,I0.5#I7.5,I3.5,I3.5,I2.5,I4.5|I7.5,I6.5,I3.5,I2.5,I7.5|C4.5,I8.5,I5.5,C7.5,I2.5|I5.5,I5.5,C1.5,I7.5,I4.5|I4.5,I8.5,C5.5,C8.5,I8.5|I6.5,I8.5,I6.5,I7.5,I5.5|C6.5,I2.5,I6.5,_,I8.5"
"","3","54","9","45","9","2/3/4/5/6","6","7","61","64","74","true","61","1083","1021","437","118","129","5","true","","9#I0.5,C1.5,I2.5|I3.5,C2.5|I4.5,I1.5,I5.5,I3.5,C3.5|I4.5,I4.5,I1.5,I5.5,I1.5,I4.5|I6.5,I6.5,I3.5,C6.5#I7.5,I2.5,I1.5,I5.5,I0.5|I2.5,I1.5,I8.5,I8.5,I5.5|I3.5,C4.5,I7.5,I2.5,I4.5|I0.5,I5.5,I6.5,I7.5,I0.5|C8.5,C0.5,I0.5,I8.5,I6.5|I7.5,I8.5,C5.5,I3.5,I2.5|I8.5,C7.5,I6.5,_,I7.5"
"","3","54","10","44","4","2/3/4/5/6","6","7","61","64","74","true","61","372","310","122","119","108","5","true","","10#C0.5,I1.4,I2.4,I3.4,C3.4,C4.4|I2.4,I4.4,C5.5|I3.4,I6.4,I0.5,I7.5|I8.5,I1.4,I1.4,I1.4,I7.5|I8.5,I5.5#I2.4,I9.4,I4.4,I5.5,I4.4|I5.5,I9.4,C6.4,C9.4,I4.4|I8.5,I5.5,I9.4,I5.5,I9.4|C7.5,C8.5,C2.4,C1.4,I2.4|I0.5,I0.5,I6.4,I8.5,I3.4|I7.5,I6.4,I3.4,I0.5,I6.4|_,I8.5,I7.5,I7.5,I0.5"
"","3","54","10","44","10","2/3/4/5/6","6","7","61","64","74","true","61","420","358","171","43","27","5","true","","10#I0.4,I0.4|I1.4,I2.4,I3.4,C2.4,I0.4,C0.4|I4.5,C5.4,I0.4|I6.5,I4.5,I5.4,C7.5|I6.5,I8.4,C8.4,C6.5,I2.4#C4.5,C1.4,I4.5,I4.5,I9.5|I3.4,I3.4,I2.4,I8.4,I7.5|I7.5,I9.5,I5.4,I6.5,I5.4|I7.5,I9.5,I5.4,C3.4,I4.5|I7.5,C9.5,I1.4,I1.4,I7.5|I9.5,I9.5,I2.4,I1.4,I3.4|I8.4,_,I8.4,I6.5,I6.5"
"","3","54","10","44","0","2/3/4/5/6","6","7","61","64","74","true","61","430","368","173","36","39","5","true","","10#I0.4,I0.4,I1.5,I2.5|I0.4,I3.4,I1.5,C0.4,I4.5|I1.5,I3.4,I1.5,C3.4,I1.5,C2.5|I3.4,I5.4,C4.5|I6.4,I7.4#I2.5,I4.5,I8.4,I4.5,I2.5|I2.5,I5.4,I8.4,I7.4,I4.5|I4.5,I2.5,I9.5,C1.5,C9.5|I0.4,I7.4,C5.4,I7.4,I5.4|I3.4,I9.5,C6.4,I9.5,I6.4|I6.4,I8.4,I9.5,I8.4,C8.4|I5.4,C7.4,_,I9.5,I6.4"
"","3","54","10","44","10","2/3/4/5/6","6","7","61","64","74","true","61","810","748","322","151","93","5","true","","10#I0.4,I1.4,I0.4,I1.4|I2.5,C3.5,C1.4|I2.5,I2.5|I3.5,C4.5,C5.4,I2.5,I1.4|I3.5,I3.5,I0.4,I2.5,C0.4,C2.5#I4.5,I1.4,C6.4,I0.4,I5.4|I6.4,I5.4,I3.5,I6.4,I4.5|I6.4,I4.5,I3.5,C7.5,I5.4|I8.4,I4.5,C8.4,I6.4,I4.5|C9.4,I5.4,I7.5,I9.4,I7.5|I9.4,I8.4,I8.4,I8.4,I7.5|I9.4,I9.4,I7.5,I7.5,_"
"","3","54","10","44","10","2/3/4/5/6","6","7","61","64","74","true","61","849","787","306","52","30","5","true","","10#C0.4,I1.5|I2.4,I2.4,C1.5|I3.4,I4.5,I3.4,I5.4,I6.4,I7.4|I8.5,I1.5,I9.5,C2.4|I8.5,I8.5,I2.4,I9.5,C9.5#C7.4,I1.5,I5.4,I8.5,I2.4|I5.4,C8.5,I7.4,C5.4,I1.5|I5.4,I6.4,C6.4,I7.4,I8.5|I3.4,I9.5,I9.5,I4.5,I9.5|I6.4,C3.4,C4.5,I4.5,I1.5|I6.4,I7.4,I4.5,I0.4,I4.5|I3.4,I0.4,_,I0.4,I0.4"
"","3","54","10","44","10","2/3/4/5/6","6","7","61","64","74","true","61","443","381","178","103","111","5","true","","10#C0.4,C1.4|C2.5,I3.5,I0.4,I4.4,I5.4,C5.4|I1.4,I1.4,I5.4|I2.5,I3.5,I6.4,I7.4|I3.5,I3.5,I2.5,I1.4,I5.4#I5.4,I1.4,C7.4,C3.5,I2.5|C8.5,C9.5,I0.4,I0.4,I7.4|I0.4,I9.5,I9.5,I8.5,I9.5|I6.4,I8.5,I8.5,C6.4,I9.5|I8.5,C4.4,I8.5,I7.4,I6.4|I4.4,I4.4,I9.5,I2.5,I3.5|I7.4,_,I6.4,I2.5,I4.4"
"","3","54","10","44","10","2/3/4/5/6","6","7","61","64","74","true","61","372","310","159","58","34","5","true","","10#I0.5,I1.4,C2.4,C3.4|I0.5,I3.4|I4.5,I0.5,C5.5|I4.5,I6.5,I6.5,I6.5,I2.4,C7.4|I6.5,I4.5,I0.5,I6.5,C8.4#I3.4,I2.4,I0.5,I5.5,I9.4|C4.5,I8.4,I1.4,I5.5,C1.4|I8.4,I3.4,I1.4,I7.4,I3.4|I5.5,I7.4,C0.5,I8.4,I7.4|I5.5,I5.5,I4.5,I1.4,C9.4|I2.4,I2.4,I9.4,I8.4,I9.4|I9.4,I7.4,I4.5,_,C6.5"
"","3","54","10","44","0","2/3/4/5/6","6","7","61","64","74","true","61","616","554","220","217","210","5","true","","10#C0.4,C1.4,C2.4|C3.5,I4.5,I5.4,I6.4,I0.4,C7.5|I0.4,I0.4,I6.4,I1.4,I5.4|I1.4,I1.4|I6.4,I2.4,I5.4,I0.4#C6.4,C5.4,I1.4,I2.4,I2.4|I7.5,I2.4,I7.5,I7.5,I5.4|C4.5,C8.5,I6.4,I4.5,I4.5|I8.5,C9.4,I4.5,I7.5,I9.4|I9.4,I4.5,I8.5,I7.5,I8.5|I9.4,I8.5,I3.5,I9.4,I8.5|I3.5,_,I3.5,I3.5,I3.5"
"","3","54","10","44","10","2/3/4/5/6","6","7","61","64","74","true","61","1104","1042","338","179","395","5","true","","10#I0.4,C1.5|I2.4,I2.4,I2.4,C2.4|I2.4,I3.5,I3.5|I3.5,I4.4,I5.4,I0.4,I1.5,C6.4|I4.4,I5.4,I7.5,I5.4,I6.4#I4.4,I3.5,I7.5,I8.5,I8.5|C4.4,I5.4,C3.5,I1.5,I1.5|I8.5,I4.4,I9.4,I6.4,I6.4|I7.5,I3.5,I1.5,C9.4,I8.5|I0.4,I1.5,I7.5,I9.4,C0.4|I9.4,I7.5,C5.4,C8.5,I8.5|I9.4,I0.4,C7.5,_,I6.4"
"","3","54","10","44","10","2/3/4/5/6","6","7","61","64","74","true","61","464","402","193","187","97","5","true","","10#C0.5,C1.4|I1.4,I2.5,I1.4|I3.4,C4.5,I0.5,C3.4,I1.4|I3.4,I0.5,I2.5,C5.4|I4.5,I3.4,I4.5,I0.5,I2.5,C2.5#I5.4,I5.4,I5.4,I1.4,I0.5|I4.5,I5.4,C6.4,I7.4,I0.5|C8.4,C9.5,I4.5,I3.4,I9.5|I4.5,I6.4,I2.5,I6.4,C7.4|I7.4,I6.4,I9.5,I7.4,I2.5|I8.4,I8.4,I9.5,I6.4,I8.4|I9.5,I7.4,I8.4,I9.5,_"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","868","806","315","41","47","5","true","","10#I0.4,C1.4|I2.4,I3.4,I0.4,I1.4|I3.4,I4.4,I5.5,I6.5,C5.5|I4.4,I5.5,C0.4|I7.5,I4.4,I5.5,I3.4,I4.4,I1.4#I2.4,I3.4,I7.5,I5.5,C4.4|I0.4,C8.5,I6.5,I8.5,I5.5|I8.5,I2.4,C7.5,I7.5,I9.4|C9.4,I1.4,I1.4,I7.5,C2.4|I9.4,I7.5,C6.5,I9.4,I0.4|I9.4,C3.4,I8.5,I8.5,I2.4|I8.5,I6.5,I6.5,I6.5,_"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","1024","962","307","186","237","5","true","","10#I0.4,I1.4,I2.4,C2.4|I0.4,I2.4,I1.4,I3.5,C0.4,C4.4|I3.5,C3.5|I3.5,I4.4,C1.4|I5.4,I0.4,I6.5,C5.4,I2.4#I4.4,I1.4,I2.4,I3.5,C6.5|I4.4,I1.4,I3.5,I0.4,I4.4|C7.4,I8.5,I7.4,C8.5,I8.5|I6.5,I7.4,I8.5,I6.5,I7.4|I7.4,I5.4,C9.5,I8.5,I9.5|I6.5,I9.5,I5.4,I8.5,I6.5|I5.4,_,I9.5,I9.5,I9.5"
"","4","54","10","44","0","2/3/4/5/6","6","7","61","63","73","true","61","839","777","285","176","291","5","true","","10#C0.4,I1.5,C1.5|I2.4,I3.5,I2.4,I2.4,I4.4,I5.5|I5.5,I2.4,I5.5,I1.5|I6.5,I1.5|I6.5,I6.5,I6.5,I5.5,I3.5#I1.5,C5.5,C7.4,I1.5,C6.5|I8.4,I0.4,I3.5,I6.5,C2.4|I8.4,I7.4,I7.4,I5.5,I7.4|C8.4,I8.4,I0.4,C9.4,I4.4|I0.4,C4.4,I4.4,I3.5,I4.4|C3.5,I7.4,I9.4,I9.4,I8.4|I3.5,_,I9.4,I0.4,I9.4"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","1496","1434","340","337","794","5","true","","10#C0.4,C1.4|C2.5,I1.4,C3.4,C4.4|I0.4,I2.5,I3.4,I5.4,I4.4,I1.4|I1.4,I0.4,I3.4,I3.4,C5.4|I4.4,I1.4,I5.4#I2.5,I4.4,I2.5,I3.4,C6.5|I5.4,C7.4,I6.5,I2.5,I5.4|I4.4,C8.5,I7.4,I2.5,I7.4|I7.4,I8.5,I6.5,C9.5,I6.5|I6.5,I7.4,I8.5,I6.5,I0.4|I8.5,I9.5,I9.5,I9.5,I8.5|I8.5,I0.4,_,I9.5,I9.5"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","778","716","313","82","36","5","true","","10#I0.4,C0.4|I1.4,I2.5,I0.4,I0.4|I1.4,I2.5,I3.4,C4.5,I0.4|I2.5,I4.5,C5.4,I6.5,I4.5,I4.5|I3.4,I7.5,I6.5#C6.5,C8.4,I5.4,I4.5,I4.5|C3.4,I2.5,C7.5,C2.5,I7.5|I8.4,I1.4,I6.5,I9.4,I7.5|I5.4,I5.4,I8.4,C9.4,I7.5|C1.4,I6.5,I2.5,I7.5,I9.4|I6.5,I8.4,I3.4,I9.4,I3.4|I5.4,I1.4,I9.4,_,I8.4"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","732","670","298","82","114","5","true","","10#I0.4,I0.4,I1.5,I2.5,I3.4|I0.4,I4.4,I5.5,I1.5,I5.5,I3.4|I2.5,C5.5|I2.5,C6.4,C2.5|I4.4,I1.5,I7.4,C3.4#I6.4,I6.4,I7.4,I3.4,C7.4|I8.5,I9.4,I0.4,I6.4,I5.5|I3.4,I4.4,C0.4,I6.4,I8.5|I8.5,I7.4,C8.5,I5.5,I5.5|I1.5,I7.4,C4.4,C1.5,I2.5|I9.4,I8.5,I1.5,C9.4,I4.4|I9.4,_,I2.5,I9.4,I8.5"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","727","665","212","209","285","5","true","","10#I0.4,I0.4,I1.4,C2.5,I3.5|I4.4,I3.5,C3.5|I5.4,I5.4|I6.4,I5.4,I4.4,I7.4,I4.4,I8.5|I8.5,I6.4,I6.4,I8.5#I7.4,I3.5,C6.4,C5.4,C4.4|I3.5,I3.5,I6.4,I4.4,I8.5|I5.4,C7.4,I7.4,I8.5,C8.5|I0.4,C9.5,C0.4,I0.4,C1.4|I2.5,I2.5,I2.5,I7.4,I9.5|I9.5,I1.4,I2.5,I9.5,I9.5|I1.4,I1.4,I2.5,_,I9.5"
"","4","54","10","44","0","2/3/4/5/6","6","7","61","63","73","true","61","707","645","286","83","57","5","true","","10#C0.4,I1.5|I2.4,I3.4,I1.5,C1.5|I4.5,I4.5,I5.4,I2.4,I1.5|I4.5,I6.5,I1.5|I6.5,I7.5,I6.5,I6.5,I6.5,I8.4#C3.4,I1.5,I2.4,I7.5,C6.5|I0.4,C8.4,I0.4,I4.5,I0.4|I9.4,I0.4,I3.4,C5.4,I8.4|C9.4,I9.4,I3.4,I9.4,I9.4|I5.4,I2.4,C7.5,C2.4,I7.5|I5.4,I3.4,C4.5,I5.4,I7.5|I4.5,I8.4,I7.5,I8.4,_"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","2284","2222","824","187","127","5","true","","10#I0.4,C1.5,C2.4|I0.4,I3.4,I3.4,C4.4,I1.5|I3.4,I5.5|I4.4,I6.4,I4.4,I7.5,I6.4,I1.5|I6.4,I7.5,I4.4,I2.4#I4.4,C8.5,C3.4,I7.5,I5.5|I0.4,I2.4,I9.4,C6.4,I7.5|I3.4,I2.4,C5.5,I7.5,I1.5|C9.4,I9.4,I8.5,I2.4,I6.4|I5.5,I8.5,I1.5,I9.4,I0.4|C0.4,I8.5,I8.5,I5.5,I8.5|C7.5,I9.4,I5.5,_,I1.5"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","874","812","301","202","266","5","true","","10#C0.5,C1.4,I2.4,I3.4,I4.4|I3.4,I5.5,C5.5|I3.4,I6.5,C7.4,I6.5|I5.5,I2.4,I2.4,I3.4,I4.4,I5.5|I7.4,I1.4#C3.4,C4.4,I4.4,I4.4,I5.5|C2.4,I2.4,I5.5,C6.5,C8.4|I9.5,I6.5,I1.4,I6.5,I1.4|I8.4,I0.5,I1.4,I6.5,I9.5|I7.4,C9.5,I0.5,I8.4,I7.4|I9.5,I8.4,I7.4,I0.5,I0.5|I8.4,I9.5,I9.5,_,I0.5"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","1131","1069","393","198","271","5","true","","10#C0.4,I1.5,I2.4,I3.4,I1.5,I4.5|I0.4,C1.5|I1.5,I5.4,I5.4|I4.5,I2.4,I1.5,I5.4|I6.5,C7.4,I1.5,I2.4,C5.4#C8.4,I3.4,I4.5,I2.4,I8.4|C3.4,C2.4,C4.5,I3.4,I5.4|I0.4,I6.5,C6.5,I8.4,I3.4|I0.4,I6.5,I7.4,I4.5,I6.5|I9.5,I6.5,C9.5,I4.5,I9.5|I9.5,I7.4,I9.5,I7.4,I7.4|_,I8.4,I8.4,I9.5,I0.4"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","755","693","292","51","50","5","true","","10#I0.4,I0.4,I1.5,I2.4|I3.4,I0.4,C3.4,I1.5,I4.4,C4.4|I3.4,I5.4,C2.4|I3.4,I5.4|I6.5,I1.5,I7.5,C8.5,I4.4#I4.4,C1.5,I5.4,I2.4,I2.4|C7.5,I2.4,C5.4,I0.4,I7.5|I5.4,I8.5,I7.5,I1.5,I7.5|I3.4,I9.4,I8.5,I6.5,I9.4|I4.4,I9.4,C9.4,C6.5,I8.5|I6.5,I7.5,I6.5,I1.5,I9.4|I6.5,_,I8.5,I8.5,C0.4"
"","4","54","10","44","0","2/3/4/5/6","6","7","61","63","73","true","61","1110","1048","376","141","101","5","true","","10#I0.4,C1.4|I0.4,I2.5,I3.4,I3.4,C3.4|I3.4,I4.4,I1.4,C5.5|I6.4,C7.5,I5.5|I8.5,I2.5,I0.4,I6.4,C2.5,I5.5#I5.5,I5.5,I7.5,I5.5,I3.4|I2.5,I7.5,C4.4,C0.4,C6.4|I7.5,I0.4,I2.5,I7.5,I2.5|I8.5,I4.4,I7.5,C8.5,I4.4|I6.4,I1.4,I4.4,I8.5,I1.4|I6.4,I1.4,C9.4,I8.5,I9.4|I8.5,I9.4,I9.4,I9.4,_"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","908","846","293","168","273","5","true","","10#I0.4,C1.4|I2.5,I1.4,I3.4,I3.4|I4.5,I2.5,I2.5,I2.5,I5.4,I4.5|I4.5,I5.4,I5.4|I6.5,I7.4,I6.5,I8.5,C3.4#I7.4,I1.4,C2.5,I8.5,I7.4|C8.5,I3.4,I7.4,I1.4,C7.4|I8.5,I5.4,I9.4,I6.5,I1.4|I6.5,I4.5,C9.4,C6.5,C0.4|I0.4,I8.5,I0.4,C5.4,I2.5|I9.4,I6.5,I0.4,I3.4,I4.5|C4.5,I9.4,_,I8.5,I9.4"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","1207","1145","452","201","284","5","true","","10#C0.4,C1.5|C2.5,C3.5,I4.4,I5.5|I2.5,I5.5,I4.4,I1.5,C6.4,C4.4|I5.5,I4.4,I5.5|I6.4,I0.4,I5.5,I1.5,C5.5#I6.4,I4.4,I1.5,I0.4,I1.5|I1.5,I0.4,C7.4,I6.4,I0.4|I6.4,I3.5,C8.4,C9.4,I8.4|I7.4,I3.5,I9.4,I3.5,I2.5|I8.4,I9.4,I9.4,I7.4,I3.5|I3.5,I9.4,I7.4,I7.4,I2.5|I8.4,I8.4,_,I2.5,I2.5"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","767","705","312","74","39","5","true","","10#I0.4,I0.4|I1.5,I1.5,I2.5,I3.4,I4.5|I2.5,I1.5,I2.5,I5.4|I4.5,I6.4,C6.4|I7.5,I1.5,I0.4,I4.5,C2.5,C7.5#I1.5,I4.5,I8.4,I5.4,I8.4|I2.5,C3.4,I6.4,C9.4,I5.4|I6.4,I9.4,C5.4,I6.4,I8.4|C4.5,I8.4,I5.4,I9.4,C8.4|I3.4,I4.5,I7.5,I9.4,I9.4|I7.5,I3.4,I7.5,I0.4,C0.4|I7.5,I2.5,I3.4,C1.5,_"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","1032","970","343","212","299","5","true","","10#I0.4,C1.4,I2.4|I1.4,C3.4,I4.5,C4.5,C5.4,I6.5|I1.4,I6.5,I2.4,C2.4|I4.5,I4.5,I6.5,C0.4,I7.5|I6.5,I2.4#I2.4,I7.5,I5.4,C6.5,C7.5|I7.5,C8.4,I1.4,I5.4,C9.5|I5.4,I0.4,I6.5,I1.4,I0.4|I9.5,I8.4,I8.4,I8.4,I7.5|I9.5,I8.4,I5.4,I0.4,I7.5|I3.4,I4.5,I4.5,I9.5,I3.4|I9.5,_,I3.4,I3.4,I9.5"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","816","754","288","189","142","5","true","","10#I0.4,C0.4,I1.5|I2.4,I2.4|I3.5,I3.5,I3.5,I4.4|I3.5,I5.4,I0.4,I6.4,I5.4,C4.4|I7.5,I8.4,I7.5,I8.4,I4.4#I9.5,C7.5,I3.5,I8.4,I6.4|I4.4,I4.4,I6.4,I1.5,C5.4|I1.5,I5.4,C3.5,I9.5,I9.5|I2.4,C1.5,C9.5,C2.4,I2.4|C8.4,I9.5,I1.5,I9.5,I7.5|I7.5,C6.4,I0.4,I1.5,I7.5|I0.4,I8.4,I5.4,_,I6.4"
"","4","54","10","44","0","2/3/4/5/6","6","7","61","63","73","true","61","741","679","258","167","123","5","true","","10#I0.4,C1.5,I2.4,I2.4|I0.4,I2.4,C2.4|I2.4,I3.5|I3.5,I4.4,I3.5,I5.5,C4.4,C5.5|I6.5,C7.4,I6.5,I8.4,C0.4#I4.4,I4.4,C3.5,I0.4,I4.4|I5.5,I9.4,I1.5,I6.5,I5.5|I5.5,I6.5,I9.4,I3.5,I1.5|I8.4,I1.5,C8.4,I0.4,I3.5|I5.5,I1.5,I1.5,C9.4,C6.5|I9.4,I6.5,I7.4,I8.4,I8.4|I7.4,I9.4,I7.4,_,I7.4"
"","4","54","10","44","10","2/3/4/5/6","6","7","61","63","73","true","61","1268","1206","406","392","304","5","true","","10#I0.4,C0.4|I1.4,I2.4,C3.5,C4.5|I1.4,I3.5,I4.5,I2.4,I2.4|I3.5,C5.4,C6.4|I4.5,I1.4,I6.4,I4.5,C2.4,I3.5#I3.5,C1.4,I2.4,I3.5,C7.5|I0.4,I0.4,I6.4,I0.4,I6.4|C8.5,I6.4,I5.4,I1.4,C9.4|I5.4,I4.5,I7.5,I5.4,I4.5|I7.5,I5.4,I7.5,I9.4,I8.5|I8.5,I9.4,I8.5,I8.5,I8.5|I9.4,I7.5,I7.5,I9.4,_"
"","5","54","10","44","10","2/3/4/5/6","6","7","61","62","72","true","61","1212","1150","480","257","66","5","true","","10#I0.4,I1.4,I2.4|I3.4,I4.5,I5.5,I4.5,C6.4|I5.5,I3.4,I7.5,C8.5|I6.4,I8.5|I7.5,C5.5,I8.5,I6.4,I7.5,I8.5#C2.4,I5.5,I8.5,I2.4,I2.4|I6.4,C1.4,I6.4,I7.5,I4.5|C4.5,C3.4,I8.5,I2.4,C7.5|I3.4,I4.5,I1.4,I5.5,I7.5|I5.5,C0.4,I3.4,I1.4,I4.5|I0.4,I0.4,C9.4,I1.4,I9.4|I0.4,I9.4,I9.4,I9.4,_"
"","5","54","10","44","10","2/3/4/5/6","6","7","61","62","72","true","61","1671","1609","593","164","236","5","true","","10#I0.4,C1.4|I2.4,I2.4,C2.4,I0.4|I2.4,I3.4,I2.4,I4.5,I5.5,I6.5|I6.5,I6.5,I7.4|I7.4,I8.5,I7.4,I9.4,C0.4#I0.4,I3.4,C4.5,I1.4,I1.4|I9.4,I1.4,C7.4,C9.4,I1.4|I5.5,I6.5,I6.5,I9.4,C8.5|I3.4,C3.4,I4.5,I9.4,C5.5|I0.4,I7.4,I8.5,I4.5,I4.5|I8.5,C6.5,I5.5,I5.5,I8.5|I3.4,I4.5,_,I5.5,I8.5"
"","5","54","10","44","10","2/3/4/5/6","6","7","61","62","72","true","61","1476","1414","521","71","96","5","true","","10#I0.4,I1.5|I1.5,I1.5,I2.4,I0.4,I3.4,C3.4|I4.5,I1.5,I5.4|I4.5,I6.4,I1.5,I3.4|I7.5,I7.5,I7.5,I6.4,I6.4#I3.4,I2.4,I4.5,I5.4,I6.4|I3.4,C8.5,I8.5,I8.5,I4.5|C5.4,I8.5,I2.4,C0.4,I4.5|I9.4,I8.5,C4.5,I9.4,I7.5|I8.5,C9.4,C6.4,I2.4,I7.5|I9.4,I5.4,C1.5,C2.4,C7.5|I0.4,_,I5.4,I9.4,I0.4"
